4.42755,4.88704,0.03136,0.0265169,0.27626,0.233596,1103.39,932.984,1.18264,5.557043838,5.44166936,2.386134813,4.894107728,15.80307,15.7854,7.95787
3.91786,4.47638,0.0142,0.011661,0.19644,0.161316,776.841,637.941,1.21773,5.557878527,5.6531126,2.253054231,5.066535744,15.00624,15.00417,7.91442
3.9998,4.57517,0.0168,0.0140575,0.21152,0.176991,862.558,721.752,1.19509,5.645056114,5.722371175,2.302673499,5.250204248,15.14612,15.14349,7.97214
4.09796,4.51277,0.01784,0.0150916,0.21574,0.182503,877.819,742.584,1.18212,5.609206819,5.455886911,2.287085261,4.738978366,15.30013,15.35626,7.776
3.96553,4.49226,0.01544,0.0127932,0.2045,0.169443,817.326,677.216,1.20689,5.640109103,5.624787996,2.304517193,5.048734205,15.10757,15.10458,7.87616
4.13195,4.54318,0.01844,0.0154516,0.2192,0.183676,894.358,749.415,1.19341,5.541007689,5.499770254,2.260063132,4.880123729,15.40337,15.40158,7.74014
3.31169,4.42751,0.0023,0.00176468,0.04818,0.0369661,148.713,114.1,1.30336,5.14704331,6.076124023,1.462947669,5.371579262,13.7156,13.71071,8.18253
2.77682,4.24544,0,0,0,0,0,0,1.3451,1.818912606,2.503591975,1.366984354,2.084401996,12.94061,12.93085,8.12208
2.9239,4.32138,0,0,0,0,0,0,1.31003,1.892801531,4.064352159,1.330487276,3.07672704,13.10745,13.09431,8.19392
2.94609,4.41362,0,0,0,0,0,0,1.29407,2.102897374,3.295376403,1.468653745,2.63251336,13.4232,13.41549,7.79912
2.87358,4.33799,0,0,0,0,0,0,1.32846,1.903148837,2.936354744,1.454150883,2.395884269,13.27208,13.25469,7.81618
2.96522,4.40912,0,0,0,0,0,0,1.30724,2.136242244,3.847845454,1.43150406,2.952464432,13.38663,13.367,7.90318
11.1362,11.43038,0.2111,0.293959,0.54872,0.7641,1892.79,2635.73,0.718126,12.77719406,8.514242055,1.660478988,5.02495958,30.36989,29.59684,8.18098
10.66934,10.99428,0.19556,0.273645,0.52964,0.74112,1880.25,2631.02,0.714648,12.70953959,8.914506346,1.663094936,5.264992812,29.4405,28.41136,8.24007
10.7475,11.06683,0.1986,0.279683,0.53348,0.751285,1883.72,2652.79,0.71009,12.80584632,8.987991445,1.663501213,5.312269753,29.59418,28.61921,8.24104
10.94126,11.23543,0.19886,0.280527,0.52818,0.74509,1832.83,2585.53,0.708881,13.02494284,8.810243706,1.875235608,5.119676309,30.01648,29.24852,7.88139
10.80214,11.10785,0.19514,0.270023,0.52382,0.72483,1830.53,2532.98,0.72268,12.73652593,8.801040751,1.845057467,5.137176501,29.77927,28.89178,7.91921
10.88205,11.17921,0.19782,0.275161,0.5269,0.732901,1837.87,2556.42,0.718924,12.8259751,8.871301985,1.840737266,5.221504165,29.89514,29.08559,7.94796
8.74896,9.00259,0.26228,0.42798,0.61568,1.00465,2104.57,3434.17,0.612832,15.79398617,4.988861848,0.667900673,1.404622878,25.5847,25.58489,7.84189
8.189,8.40223,0.24072,0.390923,0.6005,0.975196,2159.03,3506.21,0.615774,15.93606281,5.590593066,0.744292545,1.607992937,24.77351,24.77259,7.85431
8.27666,8.48058,0.24374,0.397879,0.60252,0.983548,2155.76,3519.05,0.612598,15.94081369,5.484145622,0.725282509,1.563149712,24.90598,24.906,7.85149
8.45213,8.62234,0.24158,0.396388,0.59762,0.980583,2131.16,3496.83,0.609454,15.97605049,5.155455543,0.707602458,1.493697433,25.22701,25.227,7.62649
8.32382,8.50528,0.23624,0.378836,0.5932,0.95126,2126.23,3409.65,0.623594,15.7431237,5.414910435,0.723113822,1.572494657,25.03329,25.03325,7.59371
8.41229,8.58751,0.24102,0.390602,0.5975,0.96832,2134.97,3459.97,0.617048,15.91334627,5.274103599,0.715994081,1.520707418,25.16152,25.16153,7.65282
3.74912,4.91277,0.01714,0.0138638,0.18236,0.147503,729.481,590.045,1.23632,2.826840255,1.297968165,0.351804308,0.630792626,14.53446,14.24542,8.00551
3.57183,4.56988,0.0098,0.00806455,0.13256,0.109085,515.267,424.02,1.21519,2.56934814,1.192112407,0.301553287,0.611317993,14.09041,13.98291,7.82494
3.59851,4.89233,0.01298,0.0106721,0.16248,0.13359,616.361,506.769,1.21626,2.860960078,1.625436207,0.450634083,0.850041855,13.52711,13.93705,8.22302
3.55395,4.5428,0.00904,0.00755512,0.127,0.106139,503.946,421.17,1.19654,2.411012807,1.063044334,0.248310881,0.511437734,14.23555,14.01978,7.80169
3.52878,4.51348,0.00846,0.00686483,0.122,0.0989963,473.115,383.907,1.23237,2.514376538,1.117297715,0.284937583,0.567602773,13.9335,13.99079,7.79132
3.52746,4.57538,0.0097,0.0079441,0.13138,0.107597,513.048,420.176,1.22103,2.581735111,1.113837641,0.295468262,0.548422721,14.06463,13.98495,7.88578
8.08808,9.01036,0.22622,0.279972,0.54698,0.676947,1829.27,2263.92,0.80801,11.37058859,8.698098983,0.761785438,2.91986895,11.76985,11.77028,8.11287
7.05851,8.08742,0.1724,0.204583,0.49422,0.58648,1798.74,2134.53,0.842689,10.68339426,8.636008861,0.899624397,3.381971476,10.98821,10.98817,8.05049
7.23341,8.22408,0.18218,0.218484,0.49176,0.589756,1791.33,2148.29,0.833836,10.98724811,8.671961842,0.883493528,3.357923195,11.13469,11.13466,7.99752
7.15913,8.14451,0.18004,0.218925,0.48852,0.59403,1789.14,2175.55,0.822382,11.05347956,8.356604308,0.861387433,2.990093351,11.24833,11.09508,7.93102
7.30075,8.16753,0.17994,0.215519,0.48622,0.582359,1763.43,2112.1,0.834915,10.8993603,7.819225405,0.858793385,2.608413926,11.27239,11.27234,7.71718
7.41709,8.31409,0.18708,0.227474,0.49484,0.601685,1782.39,2167.24,0.822424,11.17456704,7.959276666,0.836870911,2.624817764,11.38133,11.38125,7.7895
10.99757,12.08068,0.35428,0.600628,0.67962,1.15219,1943.09,3294.21,0.589849,15.55019651,4.149135401,0.487848467,1.300892335,14.33898,14.33949,8.14918
