0.000325061,0.032972666,0.316975429,2.135891054,3.700968675,4.6068433,4.894107728,5.612616855,5.724834925,6.121879246,6.289440359,6.324733119,5.44E-05,0.00484805,0.047574752,0.440311464,1.094251571,1.961789806,2.386134813,4.148585826,4.424617301,5.277347357,5.459431833,5.65123408
0.000664122,0.063680612,0.555653545,2.668765551,3.961362216,4.806966352,5.066535744,5.809982764,5.872293505,6.050904103,6.075735001,6.094646216,4.26E-05,0.005277571,0.053291023,0.477926844,1.138135139,1.892550702,2.253054231,3.803781517,4.097324971,5.158030541,5.420003788,5.689038836
0.000616229,0.061771564,0.555423344,2.798935105,4.182730165,4.981559497,5.250204248,5.841667695,5.908959659,6.050723576,6.076715876,6.094217811,5.75E-05,0.005244832,0.052434538,0.473244021,1.114476117,1.932974874,2.302673499,3.921523393,4.235204613,5.276465465,5.527695227,5.746879206
0.00043123,0.044615266,0.411395119,2.204121268,3.513789231,4.438110882,4.738978366,5.677359951,5.768717309,6.038567462,6.07798489,6.103689002,5.53E-05,0.005435328,0.053511494,0.476268594,1.129393999,1.910477973,2.287085261,3.867085085,4.157625157,5.235034035,5.476552792,5.754493441
0.000560499,0.055878554,0.509653554,2.533037607,3.880941742,4.775491132,5.048734205,5.785534448,5.849268605,6.042441678,6.055141218,6.096734943,6.56E-05,0.005481499,0.053957731,0.485145719,1.154627674,1.928735331,2.304517193,3.903167853,4.208787289,5.273507748,5.5228906,5.762466392
0.000485642,0.04730915,0.437113686,2.356414582,3.704666832,4.549028382,4.880123729,5.678154995,5.754432121,5.99506532,6.038043487,6.05069151,4.36E-05,0.005303689,0.052329507,0.474324317,1.114625094,1.897776751,2.260063132,3.827721033,4.126440378,5.17157739,5.407672083,5.661123398
0.000735737,0.072203165,0.619286416,2.648490748,3.98683613,4.993803298,5.371579262,6.263036441,6.352604101,6.564505294,6.58550007,6.596331444,3.66E-05,0.003283848,0.033236773,0.297777723,0.724388219,1.238090177,1.462947669,2.783402338,3.071792502,4.445556283,4.905226532,5.441051765
0.000287597,0.028746819,0.255278551,1.158185758,1.617298628,1.951283197,2.084401996,2.722882936,2.903184368,4.107095044,4.419033277,4.555736038,4.33E-05,0.005167644,0.050227825,0.426882256,0.86296155,1.240471184,1.366984354,1.696428074,1.743233568,1.803078066,1.812835124,1.823837424
0.00038378,0.038974726,0.333923096,1.5044133,2.235335594,2.829253744,3.07672704,4.51777678,4.799926467,5.618625236,5.7754264,5.848754692,5.57E-05,0.004481194,0.044373982,0.377746241,0.798149991,1.170898816,1.330487276,1.689354558,1.726880704,1.826980275,1.862381333,1.917640366
0.000377746,0.036339742,0.309984131,1.370648677,1.981081713,2.429361535,2.63251336,3.705347624,3.906011476,4.892629784,5.131870665,5.261283027,6.87E-05,0.006874978,0.067666337,0.520269061,1.007663913,1.344492625,1.468653745,1.771214594,1.803448351,1.962344937,2.029637534,2.170537955
0.000373508,0.037051908,0.311784902,1.303378229,1.847609408,2.219318476,2.395884269,3.244192188,3.53235383,4.5774135,4.915909939,4.981134962,7.52E-05,0.007096088,0.068901461,0.525386661,1.013710027,1.340476256,1.454150883,1.744481834,1.773786292,1.848978748,1.88034775,1.929739097
0.000433702,0.04192681,0.358195948,1.508016241,2.210932426,2.726329442,2.952464432,4.320108494,4.533965939,5.389483471,5.597086827,5.748322941,6.81E-05,0.00679917,0.065256171,0.502725707,0.969658315,1.317090456,1.43150406,1.751298506,1.788461903,1.965587966,2.07125327,2.231328249
0.00018248,0.020777591,0.198292179,1.36656815,2.608498019,4.155167992,5.02495958,11.17617955,13.01144012,17.02415073,17.64765151,18.00552801,2.10E-05,0.002372245,0.023521089,0.22810884,0.620093434,1.263448918,1.660478988,4.816614202,5.77477138,10.4176024,11.8908492,13.58915196
0.000223759,0.024927185,0.222911037,1.330458858,2.664015482,4.409018524,5.264992812,11.48987734,13.02183948,16.94029765,17.67415358,18.14528964,3.37E-05,0.002327542,0.022435479,0.217952361,0.599517415,1.248657571,1.663094936,4.995646755,6.002302949,10.59373216,11.9272528,13.46813268
0.000287187,0.025721711,0.227183119,1.362747832,2.72028271,4.453400609,5.312269753,11.49307021,13.20610623,17.16790457,17.8760819,18.33726912,3.46E-05,0.002398071,0.022897888,0.216099026,0.596984399,1.262133903,1.663501213,4.96452603,5.996503251,10.60518397,12.01314314,13.55640223
0.000184611,0.020739129,0.187593002,1.225806167,2.485899221,4.221110564,5.119676309,11.46503176,13.11760415,17.06068251,17.72471064,18.10472618,2.29E-05,0.002759854,0.028660477,0.266773455,0.727368426,1.448389781,1.875235608,5.307252374,6.280106373,10.85278286,12.21205874,13.77784775
0.000237891,0.022318733,0.200183609,1.25549012,2.577086106,4.276199961,5.137176501,11.3524321,12.90191925,16.602703,17.35168348,17.79969133,2.19E-05,0.002779613,0.027999436,0.258809405,0.705925583,1.433119635,1.845057467,5.248496846,6.223444276,10.65437716,11.97937955,13.4737055
0.000247468,0.023368149,0.206230119,1.300532654,2.632450242,4.311125372,5.221504165,11.47232633,13.0394286,16.85129692,17.57676377,17.95734163,3.43E-05,0.002826651,0.027534135,0.261671263,0.71263615,1.407917787,1.840737266,5.242735396,6.226788525,10.69300597,12.05621653,13.55268598
1.72E-05,0.001264961,0.012867478,0.128480679,0.396298516,0.953835973,1.404622878,9.576629419,12.87236752,19.52824448,20.51813448,21.05622217,6.60E-06,0.000670773,0.006504381,0.066369514,0.199443929,0.466414058,0.667900673,3.218006382,4.446292655,12.30038732,14.55235838,16.8446207
